stop_id,stop_src_id
B_4047,"['68D0BC0C7164F763', '783CE18C333C6069', '80E2DB8AC142F626']"
B_4048,"['A9203545EC3AD6EE', 'E93113C9CA615B0C', '001560']"
B_214,"['36AABE317D2F7A0B', '8748720365CEA134', '97CE87CF035B0E10', '001563']"
B_9036,"['5EEA801CA265E5C1', '001565']"
B_4049,"['77BFE3A169866C7D', '80752DC190FABC6C', '001567']"
B_9152,['86C825C27CF54222']
B_9153,['13C8F0634E96FD3B']
B_9156,['E722FC3E26BE38D1']
B_9157,"['000DF0B79CF28326', 'C25EB13977ABF04E']"
B_9155,['76AB9046AC5C4DFF']
B_9154,['73829A47B6E78E5B']
B_8103,['E2E25068F99CF92B']
B_1355a,"['A7ACF96685132360', '5536C9E3A0CE1228', '9FD865B00B2D54A1', '58100E7F618C4018', '38330C642568FE3F', 'B27236FC63F891D9', 'C847B9021C407731']"
B_30009,"['99A50A96B5A4DE22', 'F62E0C6D12FBEA93', 'B930999AA5F7E997']"
B_13239,"['D9563FD5B8CB0CEF', '003495', '389B25932AD10BA3']"
B_13293,"['E7FFA1939B4F8EB6', '716E5DBD24DCE28B']"
B_1039,"['3BA9C90738A8600D', '001779', '58611212645F0AB1']"
B_8249a,"['466BC4C1908A1A06', '03C3F537C41E4986', '002703']"
B_13243,"['81783E042C83CEC3', '003494', '97BEC62C0E27AB8A']"
B_9111,"['1876E8AF9A236BAB', 'DE27CD3EB0AF43D8', 'F3540B3A1B36BBF5', 'DE56F722C9293A68']"
B_9045,"['D01D18C6EB79F84B', '002717']"
B_8323,"['E7116B44D9E9393A', 'F065C32E9D2CB689', '001800']"
B_8257,"['5E6E1289A9CD537D', 'EB666DF59D741258', '7B730DF319D6FBA7', '001780']"
B_13241,"['EC1E1868D370F3D9', 'AC5FA3C58493A4ED', '003498']"
B_13242,"['057B2DCE8BE58FFA', '51657C54B75A5304', '003499']"
B_10368a,"['39AB774DC35311C0', 'EA2CFF27310EAEC3', 'AE0DC8745DFCA0FA', '002701']"
B_1065,"['ED8812E232F6958A', '001670']"
B_13235,['AA52228890817D12']
B_13234,"['7738C40636E479F0', '4A91A327C9FC745E']"
B_13240,"['6410DDEFBBD17426', 'FF68304E8C1FF0B1', '003496']"
B_13294,"['A6A1C99BF11EE56C', '73BBDBB9F39C2E81']"
B_13295,"['DA64153E866AEEE4', 'FBE07247C3FDB904']"
B_1371,"['52A8DA8958AFCCA6', '1DF17F085C6C1B78', 'E47CD422B33E5BE7', '001695']"
B_1370a,"['62A1C8EFAC876BDB', '0EAFBD8737911A6A', '0EB21C27E769261B', '001690', '7917BB962CCB11C0']"
B_1372,"['93D9D88C2D990D67', 'E435F72ACB8438ED', 'BE4DB8D578A94BEF', '001524']"
B_1009,"['65842E04BFE99758', '60A445D9ACD40C12', '33D8E30DCBD27040', '001724']"
B_9166,"['29A62A8FE112766B', '118450CCC68E42C6', '001765']"
B_1010,"['9751EE79B103C9B8', '6AAC8E541D9BD80C', '001725']"
B_9162,['B123EFA9F9DDD6AB']
B_9184,"['E275C17540BCEF37', '003804']"
B_9180,"['6D1087ACF14C15A9', '003805']"
B_9177,['46ABE64DB9C82DDF']
B_9175,"['9F914539576C53A5', '003191']"
B_9234,['9215DDE04780BDC3']
B_9221,"['E3B464760B6ADF30', '001601']"
B_12456,['C91F41CD18797652']
B_12563,"['2D30B4FAF44D2398', '002882']"
B_12929,"['F1DE119543E382D9', '003229']"
B_973,"['B6ECF261EB79418C', '6762DEA1B89E6354', '01E580BD435E9301']"
B_9242,"['7483C9963686E2F2', 'A5250E1C9C2E5B65']"
B_757,"['04FC6E130D4953F4', 'DD9DF46F3BA040EE', '325788C7375BFC0B', '001431']"
B_4214,"['0CE37125BC509E5D', 'EEBBD352B7F16E3F', 'A1AA846971415968', '002885']"
B_9243,"['7483C9963686E2F2', '4D3DD33FCD9A49F9', 'A5250E1C9C2E5B65']"
B_1028,"['CF18D17DE7B40350', '001795']"
B_8181,"['C33442BEF9C1B280', '0F9D050D4229C0F7', '001789']"
B_8184,"['19171A194D7507D5', '001790']"
B_8185,"['5309D748976029CB', 'F60CC440E22B0BD9']"
B_8193,['3C6DAB7267F9E54F']
B_12885,"['558599642E78BB9B', '003004']"
B_1310,"['BEEBDDB542A7E709', 'F2508598F5A43655', '001419']"
B_723,"['48184733EFE9D3E3', '3313287185163530', '001420']"
B_12352,"['E3A083E4F64D93CD', '002630']"
B_1289,"['2EEB9CB69FB6A58D', '001398']"
B_12365,"['0CC0B21EFF42EE19', '003299']"
B_1326,"['F36C1B3AC57D96FA', 'FBCC3CF2291E526E', 'DA0947682FC19B0B', '5774E63B634C0B1E', '5D7809204099960C', 'B1B0E08245C0FC15', '001519', '7459D3AB11AFD6B5', 'A88EE1930BE82C54', '87549D6B12E322E5', '81969BBB9A9F321A']"
B_1362,"['2E2AD8BFE00F9FAB', '001489']"
B_1363,"['3CB982FBC9E50AAA', '001490']"
B_8198,['F85916921D80C45A']
B_8199,"['1EF0671DB830C59D', '001641']"
B_1023,"['3144CE950CE29C80', '001748']"
B_8178,"['543FD8B6C65D1C4C', '001815']"
B_1024,"['316BB2C947568585', '001798']"
B_1025,"['3E862B92873F5811', '001749']"
B_1026,"['57A0D4D6D4D57497', '001750']"
B_12430,['3E2B1DA528B4C162']
B_8202,['CA12EBBC028FB13A']
B_1323,"['7DF81D14A8CE574E', '002990', 'C7BCC7CE8FF0EFF5']"
B_1388,"['49FAC55AF9CB8272', '5D1E6432755E4F5F', '003711', '2150919C68CAE98E']"
B_1090,"['5CD4C77378D3A4AE', '4513DF30B4CBA349']"
B_10337,"['F90ED764C7A95649', '003404']"
B_7081,"['041DFA7A1729D20C', '003147']"
B_4050,"['D066F149BE3A1D28', 'B0028A481BF4ACC7', '62958067B9C06318', '68106C827BF891AB', '003149', '129']"
B_4051,"['1B9CA570385CC6F2', '001544']"
B_4052,"['E5E7111594073DE2', 'EBB057754E3423CE', '2F281B3C90B46763', '001546']"
B_4135,"['AA97FFC49AE957A5', '33033960343A57A8', '001412']"
B_10338,['416B7606A9A5FEEB']
B_12381,['D4707218581C0F72']
B_824,"['B68FB7076BB07A22', '003241']"
B_12889,"['553D370FA21F7DA4', '001614']"
B_825,"['72999453ECAC4693', '001610']"
B_9646,"['B97161BE6BCBD04D', '17CDBCBA18D0D000', '756141FB7A6EA349', '33674BF8F361D2C3', 'A6DCDE5BE439B179', '6D12ACD9163EDD99']"
B_13068,"['38C7D227DA221E77', 'FE30EA565CC9ADBE', '2C9BABEC2D1F04A3']"
B_9642,['1FBE6A92A88835D3']
B_9638,['C5C940CF1281B923']
B_9657,"['B2C63864D1C98F56', 'CAEEAD91F339D3DA', '003416', '2E1126EB3A7EDB00']"
B_12451,"['033CB7A21D6DC60C', '711AE4AC67F88999', '003341']"
B_9564a,"['972145F4BB2B535F', '62E0E61D5250535A', '647AB0AD358F10DF']"
B_4105,"['6C1C752975B8A257', '1030A4E612B75901', '001515']"
B_9071,"['80E2DB8AC142F626', '001775', '82A8D65E4B7DA67C']"
B_745,"['D48E82AC2961C581', '001564', '337C68B5F413E04E']"
B_961,"['EAE9158BE729E917', 'D6E03ECA84C07932', '001569']"
B_12386a,['45F2E2A508556D6E']
B_4148,"['1864222D8939BD69', '003302']"
B_7014,"['97377AA89B45CD34', '003054']"
B_7015,"['438AFA4E9E76C953', 'B122FA4A77BABF24', '001477']"
B_1379,"['DE5FEC673BB54DC5', '75D6E5952B41E1D2', '001596', '32A26FEADDED5A62', 'ACFA28064D1B2380']"
B_9720,"['1064E673770C38BC', '002608']"
B_12759,"['2DFE2D85D53C1114', '002675', '040BF3E98E34C65C']"
B_9718,"['C4E03BB27317AF35', '002611', '5D54365755195601']"
B_9716,"['30DD3451F8D64883', '002613', '2BBF7E74B792F4D9']"
B_9710,"['8AFF8B43EC3E547F', '002614', 'B70D89DFA52011DB']"
B_9707,"['83C4F756489484B5', 'EEC0C32452B6ABA3', '6B2A3162063E2B8D', '002616', 'A68800ABF9DC075B']"
B_9705,"['ED9E5ACF98190E5C', '002618', '1684F750FEB1342E']"
B_12992,"['D7D5410F2F97D682', 'DDEF448B9FD8E0A5']"
B_9701,"['DA87D4887F5FAF62', 'A494158699C58BFF']"
B_9699,"['81F1ECC7278CDC18', '9B876C4A7054DCF5']"
B_9697,"['2D36E1CF8C4FF699', 'E2385520ADCFC607']"
B_9695,"['8316A5C8798768AF', '6F36400A6E1FBE49']"
B_9693,"['96D0ED04D761DBE4', 'B78CDC6E85060BE4']"
B_12422,"['B069D9C12F89AAFA', 'BF876DC97B6395D2']"
B_9691,"['E5763322877BB340', '177F8A8A3716DBE0']"
B_9689,"['48769F0B9F6E6C1B', '66EA5E4B2C7CAE82']"
B_9686,"['93F4EA3D82B33BEF', '98A787294A2089F6']"
B_9683,"['B8B04CD1E568B8F6', '3DD784D9B2C30AFC', '9FE135F7D7D377E6']"
B_12897,"['95797E4D2901A516', '04A3BB80D09B6106', '939FE9A08B99174C', 'D8F172EF79F3414D', 'B7F443B0BB14A4EC']"
B_993,"['F5A44B89EFBC0B4F', 'D198122830A4FDE3', '001766', '3ECEF3B735084236', '211D93217331B040']"
B_9165,"['EA3C8544DF22AC4E', '99EF4CA10B3E1F17', '001767', 'D198122830A4FDE3']"
B_1356a,"['96A6FE5F07BDF203', 'A15FFC3149FB92A0', '38330C642568FE3F']"
B_1357,"['9DE875FD17C67097', '001696']"
B_1076,"['9A0959AB68FA5E1F', '001773']"
B_1077,"['94358F5481BAE505', '91449853378E9F8F', '001655']"
B_1079,"['3CE7B5D1EBF9C5F7', '001656']"
B_712,"['CF579AAA2A4E506C', '136E2FF5A3A98495', 'FCA3906F0282A3CE', 'C057639478BE0168', '001508', '3F9AE21DC3A540B9', 'DF942A6B97EABDC4', '80B56E2C7719DAF4']"
B_9688,"['9386CDB16D533E27', '3634F599E0744262', '76457B949CBCDE7B', '90A65F742FE7D728', '88F78BDD9BDD7636']"
B_9501,"['7D5E9B7F9987C634', 'F6FAA30D1632A880', '2AC908C8F703349B', 'B15BDCDB640C46BC', '0C3E27377BF1331D', '716A72D0EAAC8738', 'DA4C00397F6B56EC', 'C9BF57C6B2F9BB92', 'BC50F731DFC77A7F', '7EA4C557505395EF']"
B_9493,"['D17DA49D5EFC6DD4', '4432CAFB004FF754']"
B_9485,"['140E4137EAC319B5', '2351E4570FFCE620', '6BCA27BE4E0F904D', 'ABA04608DBB7C351', 'D6A21211E4788F7B', 'C0E90AAAA204D927', '97E8669AA68FB093']"
B_9567,"['8C6EF1266E4EE05B', 'E919C0B67C6ACF3F']"
B_9569,['D2ACD052AFD5900A']
B_9571,"['F718BAC64885E69E', 'D39CFEB43490567F', 'A127BE370E970CE5']"
B_9573,['C95751DB2112F279']
B_9576,['F7AD8DE682AD5BB3']
B_9575,"['51177BE1EFDE8D1E', '8E5F7476A45895C5', '3A10F716CC6102DE', 'DC99E9AAD0DFB39F']"
B_9577,"['A13C2C1D5D3EE0D7', 'E66F7AC1E7D86A10']"
B_9574,['AE7C79C814E6BD95']
B_12418,"['D5382A8A3773E6FE', 'C5294C92C5C6E334', '27A897D5E2FAC7B9']"
B_9568,"['1423FCFF61709EAC', '0B4807A5C0DAF24A']"
B_9488,"['B09E06FF6EF5A8C4', '898337E6181E5E66', '0E65D3EC41A1D34B', '364529AB163D8609', 'D46D92A924B2F0FC', '569C5AADDD0F3A28']"
B_9490,"['508B02C5E209E802', '4E3FEA4E559A5D16', '9217F5E1950F12BF', 'A56DA623B00B162E']"
B_12500,"['6C11A9780213BBBB', '073EAEA8EDD7265C']"
B_9480,"['40A8EA2850B0979B', 'AB10F01039440464', 'AF837BAF1DA794EF']"
B_9474,"['B943DBEE65B0B18F', '354A2C15BD189228', '395175EBEEC636B7']"
B_9610,"['939E0C584E1A1C3C', 'C7FC5050194509AE', '87668BC629020844', '7019D5AE9C63EE72', '190BE384606CC1B5', '5AF593F7A11180E2']"
B_9631,"['DBFB1B9BF53FC655', '645D996BAD54FBBC', '4E224310C4B46C9A']"
B_9676,"['20E8B4520A802912', '86E0CB9AE1AF077A', '003342']"
B_1185,"['25290A19CDC7FF1E', 'CDEB07C7C0841D5B', '001958', 'A23B54EC3487EF41', 'F9FB27004CA4B62B']"
B_9671,"['18F1956E67A76915', '13824F71E7DB6109', '202E5866758484CB', 'A9B8939F8ADD89CA', '001959']"
B_1186,"['81BBDC83713D1C2F', 'FE90421D0B82E691', '323E8D4372AD0330', '001960']"
B_12376,"['F3432DFEDE7E7AA0', '100C82F4AC0F0E05', 'FD80BB497E0791CA']"
B_9473,"['AAB411C52D067AD1', 'C9E264A3F9D4CEB3', '905332ED392ADC36', '101E821CA2F6D853']"
B_9476,['6CD14DBE643D2995']
B_9477,['75F02FF13CC7B34A']
B_9483,['D6ABAF265F431EB9']
B_9506,"['06990DFEA90A3147', 'DAFC5546720BA07D', '98A42EFF69A579A0', '1CD2EB6ADBA627EE']"
B_9503,"['2F82535CF1C5BF3A', '4C5AD92665CBCF5D', '003464']"
B_13006,"['EA43CFAD630C4690', '29EC0D6F48E5BCDA', '003465']"
B_9519,"['4242A06B3D8849D9', '1C4E76186CEFBCB7', '003466']"
B_9518,"['7CA9FF2CDD3C4EE1', '003467']"
B_9516,"['6DAB37A3FC9475C3', '003468']"
B_13010,"['78DB6C3B360F72FF', 'DC825DF01C49316F', '8956F5FA7B620297', 'DB87B8A5A56F8336']"
B_1192,"['0393E099E78BEB94', '001984']"
B_9492,"['DA17B01A4A61A358', 'BB04686A2E0D7578', 'F1934936E2AB96E4']"
B_9466,"['84711D0C2EEEF336', 'AEF88DA61C0553EE', 'D8828243CCA293B4']"
B_9565,"['F36F422FDC6B9D3F', '002032']"
B_12441,"['AB4C15B92D4199BB', '14F176D358D65A8B']"
B_9051,['10754E414E9B86F4']
B_9010,"['25B94D808EC232D8', '9DDE74BD2D803D9C']"
B_9664,"['88E1C9BB0B80711F', '89EC8B1953766C7E', '9CFF3C233ADB8D19']"
B_13055,['9E9CD0E1663FFA99']
B_9662,"['170375F0819EB588', 'D45717E1168534C5', '003418']"
B_724,"['450A96AF1DA8E41C', '001399']"
B_1320,"['86E1C776C6D78DFC', '1032583A59C3521F']"
B_194,"['1E0C8A961881DE1D', 'FC46B100B69573B7', '3A43E432D0588F79', 'A76BB6FCB881AF5C', 'E173F2DA030C6AAB']"
B_9054,"['8552E415E0C7B113', '0F4F935A9F14F111', '3B7368AAB82CC612', '001552', '38F0C9768AA2AF93']"
B_752,"['30FEA8A7071EDE48', 'D7C46496C9C7B7BA', '001554', '99256D08CF861BA5']"
B_972,"['D5C36653A51759C3', '09889186EAB604F2', '001428', 'E9F3DC5D89154BB7']"
B_9228,"['1A85B99EDE6D01D8', '4AFCFC726ADBD5F7', '098AF67CBBB9FBA9', '315B55985B328146', '001430']"
B_13022,"['D355B700FF30B3D7', '002846']"
B_4211,"['1F51B830DD359962', '4A1EEF2271FA16D3', '44EA73AE2E27AC12', '1B68DD9D137F906D', 'FE3B71A48A6B0C30', '001433']"
B_9258,"['91C7F46612ADD9EF', '3E3443C5CB7C83AD', 'CF17F8C87DBBF2BC']"
B_9661,"['2AB6DAEF7149F0FC', 'CE80C150FB0C40F9', '003419']"
B_13025,['6825AAECA55E0B01']
B_9663,['353B45E1D051707D']
B_9223,"['A6013462EAC8AA50', '8EAD803DDD2C3BBA', '003601']"
B_9224,"['DAE9E14BA67CEC80', '2035C91B61C6DFC0']"
B_741,"['3A5C336CCB38A3FA', 'AAB25066B96C6588', 'E30C2815DA280036', '001438']"
B_9229,"['7BA304A9D0662541', 'C06334CA2AF7814B', '789384E5DC5AF7A9', '001442', '8CE4B83B45F22F1F']"
B_9215,"['0F4D809AED62F6E9', '001802']"
B_209,"['833DE523F16B97C3', '001446']"
B_211,"['B71D38598F3C942D', 'A70DCB46EC98F43E', '001556']"
B_10249,"['60301BE9A4D23BAC', 'BA95025DE2FB9878', '29E5BCA5DC430F85', '56E62E497943CFAA']"
B_1115,"['09CFF9F9E78A6B17', 'C9F3531BB5050372', 'EDFC39232C98E301', '001667']"
B_8320,"['F140654A12BA066A', '099263A4B4AAEDFB', '9D5EC5BD0A116058', '449F6831A832F1F3', 'F4B32081147E47C0', '002584']"
B_8316,"['5358062C769CEC05', '001669']"
B_8223a,"['0644E10571B8CA12', '5FE12AC5660F89D6', 'F59AE1D39E8B2E29', '38B86AC474D1060D', '144E9479168069DD']"
B_8235,['49229D04FCA51B61']
B_8233,"['B314CF2831F9C5F1', '11EC0BEF4F8781A9', '072046BF00257739']"
B_7074,"['E61F9EA5AEE1EFE0', 'BFF2560B1C1687B2']"
B_1123,"['0511A6AC2CBC9A21', '001662']"
B_1124,"['6E113B962058A553', '2CFCDB6EA2892637', 'DEDB881565114677', '8F5CE1219E502C17', '001663']"
B_8256,"['10A6BEC26CE598E8', 'CEFFBCE5203D152B', 'C21FA8D54031D7FF', '001787']"
B_1038,"['8571BCC3A3E4006E', '001723']"
B_8258,"['927CE95D5C98C195', 'D9896F1A5B7C97C0', '001788']"
B_8253,['F1B974EDD8C15DBC']
B_7094,['7ABD55FC15C048F0']
B_8325,"['03F7818C0E176C55', 'A21BEB6F4E6D43E6', 'A1C35E976ACF46FD', '001649', 'CDF0D5A4E1023C8E']"
B_795,"['9268B442F0C2807E', '2F1F9CF16B9E65AF', '1E71CBFE8560B0EF', '001607']"
B_7089,"['921C19F6147C74A6', '001659']"
B_1121,"['47C3597662B81B47', '001660']"
B_9498,"['75AA9801B870CCE1', 'B035018DFD9028C3', '6063FF18F7E9D3C7', '6A5061ED084A2E4E', '5693912DEE916C4D', '4E12586C551A48D3', '4626B2F2CF370D72']"
B_9256,"['647AB0AD358F10DF', '50E78EB09845863E', '854BC3A8D4DE6AA9']"
B_9255,['B4F2BAAED2470D0A']
B_13185,"['BF72FF473A660C0E', 'BA4AAEE586402CD4', '897B26110ECE76B3', '2F202818B5A6F424', '3F21ED54F86D9B1D', '003672']"
B_6051,"['8F8F2B65EFDC48FD', '003729']"
B_6072,"['023C6F2CCE65A42E', '9EDA1E46748CCEC1', '003730']"
B_869,"['EB0D8F8D1AF9DDDE', '1AE43A670EACECB1', '5F80607D7F73A18B', '001967']"
B_870,"['A67E402790581309', 'C0D515CA78A56B65', '179D40F1BB78ACDC', '001968']"
B_708,"['ABFB3F43ECB908B2', '3C624F6CB2D5BBEA', '467BDDF7A510D52D', 'C305A8135A09C094', '001940']"
B_6081,"['C1E9F8237EDBBAD2', '1319087BC40F4003', '001941']"
B_6086,"['4BFB5F2D496CDA56', '7F068ADB0659F04E', 'A76720B899F88D03', '002051']"
B_13297,"['51FCE282462E418B', '779954C17EAF3B95', '73F1F8AA0F9077D2']"
B_6092,"['F8BB84BC801E4C85', 'F49465D014D12FF8', '002079']"
B_6097,"['BC39BFC3C7BC3009', '9810513BAAA31230', '002080']"
B_6099,"['2FABE52A66DF7482', '1B7F0748C4D6458E', '002081']"
B_6103,"['C1E1199805BCC92D', '3A28F5D362EB2111', '002082']"
B_6105,"['9001559964CBF493', '2CEEB19BC6404A39', '3DA2B5ABEA985788', 'A0496DDDC41213FA', 'F0852C7827CC97EB', '003492', 'ED0A8F0BF375EA10']"
B_9416,['97411601C5B851AD']
B_9417,"['196A1E44C305C174', '4D6B528AC01DB68C', '003120']"
B_9454,"['BDE0F1679E1C8ABF', '51BA040BCD88D8B7', '003121']"
B_9456,"['13458794A52910B0', 'B726654FC497E9C5', '003122']"
B_9445,"['67DFAB691BECE339', '003123']"
B_9448,"['6D016EBFA090D535', '003124']"
B_9450,"['04D3244DD2B38746', '003129']"
B_9426,"['59B81980AC8F7878', '003125', 'B0D304F9542AE3BF']"
B_9458,"['3D1F700E1D244C5A', '4236C502F947A6DF', '003126', 'E58C9560384FAF7F']"
B_9460,"['C78F66DF6FA871B6', '003127', '42AC6356E7A6D159', '393B6824B7836E4F']"
B_9462,"['8D7CB6C3D48258D6', '003128', 'C763E328B97F0D03']"
B_9435,"['AD09CB78CEDADB0B', 'F9F4E00007242BED', '6ACF3394256E280F', '5D919BA157405E33', '36880B47F043D519', 'CC13DC33AE269FB1', '9BA601064A2EF221', 'A2908CBEAA7D4C73', '003108', '40339B0E8404A2B9', '79A623A558FB5CC6', '36858102881A0839', '5FCC47E16C9051C0', '28725EBEC5C8EC40']"
B_1181,"['B7039F29C48A3CC2', '3A99869DB9D31D45', '001955', '44D919E750DC01BF']"
B_1183,['E5F3EF7B050DA88F']
B_9675,"['8CD6C24187EC56A6', '001957', 'E8B842CC3AB62056']"
B_9634,"['D711AFA9658D51E9', '155A8CC00899AB1E', '003D1263A14908F6', '51A9098F06B6C1DB']"
B_9639,"['F4342617BAA19958', 'E1813070DA5B31D6', '2DB24989E9EAF9B7', '4A24B0A3F80D8921', '9180C6A461D5C206', '003340']"
B_9628,"['CA0CA201B9E91160', '101877D46F079B68', 'E1CBD9520CFA1845', '4BDF62F2A7C32429', 'EF4016702D714B33', 'ACCABC765E3F0961', '0653C07D043A0E97', '354AD31C538E99FE']"
B_9678,"['01642BC44DCFDB3C', 'F44091669D88A5D8']"
B_9672,"['F9F75324B8F1D7E3', 'D21D129C5E4F402C', '73E530058FD534D3']"
B_9667,"['3357B55DE2539CA3', '8D0B537D34651EBE', '003449']"
B_9471,"['7F8529494720703C', '65C8216FB0BC4FBC', '003278']"
B_9461,"['4E870B220826BEE0', '003109', '2B34B9412B6349A3']"
B_9459,"['5AD2A4D21C226335', '003110', 'FE54B520D17733F7']"
B_12922,"['A454170B2B59B587', '003111', '946516353F8828E9']"
B_9425,"['D6E7412666B1175B', '5BDACC01F1655F27', 'A1456D9E78A4CBE9', '003112', '973EBE6A3543C701']"
B_9451,"['AB87BD2749FFEACA', '003113']"
B_9449,"['43398296F1D1BD48', '003114', 'D0BE5E470FE2AD0B']"
B_13119,['65D1B50CC2E45985']
B_9447,"['67F3E54FF145BA65', '003115']"
B_9444,['F93448A5F1168FB1']
B_9455,"['DFB7FD5832A4BA4E', 'AAAF715A5DC3A7CD', '3A9EE9221AB3E27C', 'AA4830D4C9864F6B', '003117']"
B_9453,"['0F60AAE48C3B22EE', '3406C1A9DA760403', '7192051038B36F08', '45FCFADAC74DCFFE', '003118']"
B_9418,"['1A37A52F97A04C81', '0CFB814CB6C356C1', 'A3D1F413719E60F1', '6E24D2D895228AC3', '0FC2713372030A4C', 'D693BB486419666B', '003119']"
B_9434,"['E45E7DB1786B6324', 'A2882A0EE6B8AF9B', '716E50EBD1CD72B4', 'A39682B5A68D668F', '83D9B6BE39530EEF', '9E42D981C59B5762', '003609', '68CD99B45DDE014B']"
B_9431,['68DE9CB8E6AE046C']
B_12921,['143D7489C808BD46']
B_9432,['F4FC91D18962C4D0']
B_9433,['624D05A1E7A5A045']
B_12380,"['E4F894A6711CE3BB', '4EBE182141C52094', 'FD27DF93530C7540', 'E909A45B1FB3213B']"
B_12737,"['EA74F13EEC20AD91', '13211112A23954EC']"
B_12740,['3502ABD7492B8C56']
B_10203,['B20A1163984772C9']
B_10200,"['7CFA6F0EF3D764C7', '8D47F8C7AA27FCB8']"
B_10198,"['3D29F886079F85E9', '7AA3F7F89AD36B1B']"
B_10196,['180648AA12CF6725']
B_10194,['7525EA3D297065CC']
B_13072,"['131A8DDFC3837AD7', '34AD4356DEF0E0BD']"
B_10193,['BC3E701090D7E56E']
B_10190,['8DDFE8598C7DA354']
B_10189,['8A0B04DDC3B321A4']
B_10187,['076E1AA3258C5D0A']
B_10184,['2FE9CA5CC344B5A3']
B_10183,['AEE5D5FDC38650DB']
B_10180,['B1E11C753EE8DC31']
B_10178,['B3CCAA9D93647348']
B_6682,['2D7EF40DC9C35085']
B_6683,['5CB3827F92F37568']
B_10179,['56ECE6365B40EF35']
B_10181,['475B0D727574F7B8']
B_10182,['77C4E5A2A47DD342']
B_10185,['042C0E83759B8B21']
B_10186,['D65ADB261B3B4BFB']
B_10188,['B0562915C29036D8']
B_10191,['A9F94ED7238542F5']
B_10192,['3F2DD4E3E4A5CCBB']
B_10195,['AB4FF374DA182B02']
B_13187,['D5FB5BA7E9E89E5A']
B_10197,['41C32F27390D0EF4']
B_10199,"['7AA3F7F89AD36B1B', '3D29F886079F85E9']"
B_10201,"['8D47F8C7AA27FCB8', '7CFA6F0EF3D764C7']"
B_10202,['8447E71E45CE5452']
B_12738,"['6D76943277DC18FF', 'B683B48A5CCC6C2B']"
B_13098,"['80E207687865EDE7', 'E1C5246F946E2D86']"
B_13216,['4EBE182141C52094']
B_10144,['E67CDE5E499A9529']
B_10146,['DA9E78C0D00A5C00']
B_10148,['754018D85575639C']
B_10151,['EFF76047DAB0578D']
B_10153,['D718ABC314AD4B3C']
B_10154,['B930AD84BC1A8655']
B_10156,['F3BA995562185F8D']
B_10158,['D790D851F74E29ED']
B_10162,['FF3C034E01D2F73B']
B_10172,['F3C6FD22BC86B80F']
B_10174,['784D9D1F3FFC2A71']
B_10176,['8581AEE08587F6AE']
B_6681,"['9E082924A8362902', '92B983D6E149A880', 'A33E576A3F6DDCA9']"
B_10177,['0E7D925FC7469830']
B_10175,['22D8393C78C95BBC']
B_10173,['13362EE5DC44432F']
B_10171,['11387D20F8DCA372']
B_10159,['F853FAA669228E41']
B_10157,['6B35AF30748EDA1B']
B_10155,['2D10E16919B5A96E']
B_10152,['F0D6CB5F04988EA4']
B_10150,['3291342581C48037']
B_10149,['D1C1E33BB9350C65']
B_10147,['F6FDEAF741BFBD2E']
B_10145,['1345D70225C59BD3']
B_10143,['3210F3BCFFD74E61']
B_13092,"['E1C5246F946E2D86', '80E207687865EDE7']"
B_10209,"['7E2E1F1269E520DE', '447C1D79A10C83E2', '211D93217331B040', 'D127A33746CCDB16', '564C0ECAAC09C371', '001973', '3ECEF3B735084236', '30A583775F35FD7D']"
B_9651,"['D893FD9E88E2A98D', 'ED364A58F885DC92', '10860B611840CF22', '9E970734315233A2']"
B_9635,"['40A0B70767CA3F13', 'D6C06E7091666AB4', '5941DC3E9FA7BE8B', '9429666D064419BE', '81C7DC25FD107DD2', '29713FE36122A646']"
B_9630,"['F8D8D0AED9889278', '85B0E39398B91605']"
B_1244,"['46D78D8886A71B3B', '657953124B200983', '002041']"
B_1245,"['630AA1866C5372B6', 'E8138A1EEE8FF3C9', '002031']"
B_1227,"['C90375A74B02D2E8', '67A9E4B2A537BADD', '001885']"
B_1228,"['EEC48EC880FC63CB', '6B8C8DB5F899C252', '001886']"
B_1229,"['242418A9AB386596', '148B578A549941DD', '001887']"
B_1230,"['A9D85812EAEE6C17', '3F3636D9F8608572', '001888']"
B_1231,"['971554761E4413EF', 'CDE436F19F193080', '001889']"
B_1232,"['7FB2AE7FA13EDB0F', '9AB6298C1F646FEC', '001890']"
B_1233,"['4F64DA53415F3128', '3F68D834013E6E08', '001891']"
B_1237,"['BD52FF1BA0AC99BE', 'A6F19DBFBFDFDA9E', '002049']"
B_9727,"['1F2376A52800A2CA', 'A36A295F3F93F9EB', '001893']"
B_30030,"['0B72FFAB7F7230E4', '7613170BFA03BDE1']"
B_1325,"['DA0947682FC19B0B', '7459D3AB11AFD6B5', '001520', '5BDD5F9F4C89D3E1']"
B_8217,"['4B17C55C032D3A37', 'BBDFF2D05E37EE61', 'E21A497AF62AF38F']"
B_1198,"['116624D40FDE852C', '257FC0FE0C3407BD', '001895']"
B_1199,"['DA8B258D68133BDD', '1795DD6257DCDF2D', '001896']"
B_1197,"['75DEBB78067301B8', '7D294B212DE45BAB', '001897']"
B_1201,"['D4CE0ED4DF009B66', '76D5D1574C19E1CF', '001898']"
B_1203,"['531B557CFBFFD232', '04A1C2CF16402056', '001900']"
B_1204,"['F626C47C1F73E1AE', '59899C91FD8A9C2F', '001902']"
